UID,Bundesland,Stadt,Stadtbibliothek,Verbundlink,VB,,Kinderbibliothek,Jugendbibliothek,Schule & Lernen,Sachmedien & Ratgeber,Belletristik & Unterhaltung,Englische Bücher,Musik,Video,Medien2019,Medien2016/17,Stand,Stadt y Lat,Stadt x Long,Anschr,Tel,Web
729,Niedersachsen,Buxtehude,Buxtehude (Stadtbibliothek Buxtehude),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,4674857","9,6915741",undef,undef,undef
730,Niedersachsen,Celle,Celle (Kreisfahrbücherei Celle),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,6175963","10,0628515",undef,undef,undef
731,Niedersachsen,"Celle, Fahrbücherei LK",Celle (Stadtbibliothek Celle),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,6175963","10,0628515",undef,undef,undef
732,Niedersachsen,Clausthal-Zellerfeld,"Clausthal-Zellerfeld (Stadtbibliothek ""Alter Bahnhof"")","http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"51,8080063","10,340707",undef,undef,undef
733,Niedersachsen,Cuxhaven,Cuxhaven (Fahrbücherei Landkreis Cuxhaven),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,859336","8,6879057",undef,undef,undef
734,Niedersachsen,"Cuxhaven, Fahrbücherei LK",Cuxhaven (Stadtbibliothek Cuxhaven),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,859336","8,6879057",undef,undef,undef
735,Niedersachsen,Dannenberg,Dannenberg / Hitzacker (Nicolas Born Bibliothek),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,0986852","11,109336",undef,undef,undef
736,Niedersachsen,Delmenhorst,Delmenhorst (Stadtbücherei Delmenhorst),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,0521886","8,6355932",undef,undef,undef
737,Niedersachsen,Diepholz,Diepholz (Mediothek Diepholz),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,6056456","8,3707878",undef,undef,undef
738,Niedersachsen,Dissen,Dissen aTW (Stadtbücherei Dissen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,114727","8,1989272",undef,undef,undef
739,Niedersachsen,Emden,Emden (Stadtbücherei Emden),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,3594029","7,2060095",undef,undef,undef
740,Niedersachsen,Emlichheim,Emlichheim (Samtgemeindebücherei Emlichheim),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,6146118","6,8535832",undef,undef,undef
741,Niedersachsen,Fredenbeck,Fredenbeck (Bücherei Fredenbeck),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,5237498","9,3979698",undef,undef,undef
742,Niedersachsen,Friedeburg,Friedeburg (Mediothek Friedeburg),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,45442","7,8320346",undef,undef,undef
743,Niedersachsen,Fürstenau,Fürstenau (Bibliothek der IGS Fürstenau),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,5179395","7,674365",undef,undef,undef
744,Niedersachsen,Ganderkesee,Ganderkesee (Gemeindebücherei Ganderkesee),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,0349245","8,5426865",undef,undef,undef
745,Niedersachsen,Garbsen,Garbsen (Stadtbibliothek Garbsen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,4272509","9,5955146",undef,undef,undef
746,Niedersachsen,Geestland,Geestland (Stadtbücherei Geestland),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,6093624","8,7944026",undef,undef,undef
747,Niedersachsen,Gellersen,Gellersen (Samtgemeindebüchereien Reppenstedt und Kirchgellersen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,247778","10,352778",undef,undef,undef
748,Niedersachsen,Gifhorn,Gifhorn (Stadtbücherei Gifhorn),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,4809091","10,5507829",undef,undef,undef
749,Niedersachsen,Goslar,Goslar (Stadtbücherei Goslar),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"51,9059531","10,4289963",undef,undef,undef
750,Niedersachsen,Großenkneten,Großenkneten (Gemeindebücherei Großenkneten),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,9434787","8,2524538",undef,undef,undef
751,Niedersachsen,Hameln,Hameln (Stadtbücherei Hameln),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,1082726","9,362171",undef,undef,undef
752,Niedersachsen,Hann. Münden,Hann. Münden (Stadtbücherei Hann. Münden),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"51,419285","9,6557588",undef,undef,undef
753,Niedersachsen,Helmstedt,Helmstedt (Stadtbücherei Helmstedt),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,228966","11,009544",undef,undef,undef
754,Niedersachsen,Hesel,Hesel (Gemeindebücherei Hesel),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,3057783","7,5939061",undef,undef,undef
755,Niedersachsen,Hildesheim,Hildesheim (Stadtbibliothek Hildesheim),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,154778","9,9579652",undef,undef,undef
756,Niedersachsen,Holzminden,Holzminden (Stadtbücherei Holzminden),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"51,8238111","9,4558926",undef,undef,undef
757,Niedersachsen,Hude,Hude (Bibliothek Hude),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,1082424","8,4691725",undef,undef,undef
758,Niedersachsen,Laatzen,Laatzen (Stadtbücherei Laatzen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,3082442","9,8086195",undef,undef,undef
759,Niedersachsen,Langenhagen,Langenhagen (Stadtbibliothek Langenhagen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,4528001","9,7443992",undef,undef,undef
760,Niedersachsen,Leer,Leer (Stadtbibliothek Leer),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,235657","7,4679018",undef,undef,undef
761,Niedersachsen,Lehrte,Lehrte (Stadt- und Schulbibliothek Lehrte),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,3746255","9,9784211",undef,undef,undef
762,Niedersachsen,Lingen,Lingen (Ems) (Stadtbibliothek Lingen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,5403079","7,3292862",undef,undef,undef
763,Niedersachsen,Loxstedt,Loxstedt (Gemeindebücherei Loxstedt),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,4724634","8,647308",undef,undef,undef
764,Niedersachsen,Lüchow,Lüchow (Samtgemeindebücherei Lüchow),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,9664542","11,1503249",undef,undef,undef
765,Niedersachsen,Lüneburg,Lüneburg (Ratsbücherei Lüneburg),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,2464214","10,4115179",undef,undef,undef
766,Niedersachsen,Melle,Melle (Stadtbibliothek Melle),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,2033222","8,3372664",undef,undef,undef
767,Niedersachsen,Munster,Munster (Stadtbücherei Munster),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,984644","10,090279","Friedrich-Heinrich-Platz 20, 29633 Munster ",05192 2075 ,undef
768,Niedersachsen,Neustadt a. Rbge,Neustadt a. Rbge. (Stadtbibliothek Neustadt a. Rbge.),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,505831","9,442291",undef,undef,undef
769,Niedersachsen,Nienburg / Weser,Nienburg/Weser (Stadtbibliothek Nienburg),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,6380924","9,2084155",undef,undef,undef
770,Niedersachsen,Norden,Norden (Stadtbibliothek Norden),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,5987852","7,196716",undef,undef,undef
771,Niedersachsen,Nordenham,Nordenham (Stadtbücherei Nordenham),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,498644","8,4923932",undef,undef,undef
772,Niedersachsen,Norderney,Norderney (Bibliothek im Conversationshaus Norderney),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,7078132","7,143055",undef,undef,undef
773,Niedersachsen,Nordhorn,Nordhorn (Stadtbibliothek Nordhorn),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,4295801","7,0685708",undef,undef,undef
774,Niedersachsen,Northeim,Northeim (Stadt Northeim Medienzentrum),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"51,7001785","9,9959057",undef,undef,undef
775,Niedersachsen,Osterholz-Scharmbeck,Osterholz-Scharmbeck (Kreis- und Stadtbibliothek Osterholz-Scharmbeck),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,2269225","8,7900363",undef,undef,undef
776,Niedersachsen,Osterode am Harz,Osterode am Harz (Stadtbibliothek Osterode),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"51,7293769","10,2580311",undef,undef,undef
777,Niedersachsen,Ottersberg,Ottersberg (Gemeindebücherei Ottersberg),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,1093476","9,1464989",undef,undef,undef
778,Niedersachsen,Oyten,Oyten (Gemeindebücherei Oyten),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,0586944","9,0259306",undef,undef,undef
779,Niedersachsen,Pattensen,Pattensen (Stadtbücherei Pattensen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,2652044","9,7616067",undef,undef,undef
780,Niedersachsen,Peine,Peine (Stadtbücherei Peine),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,3204095","10,243267",undef,undef,undef
781,Niedersachsen,Quakenbrück,Quakenbrück (Samtgemeindebücherei Artland),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,675599","7,9507777",undef,undef,undef
782,Niedersachsen,Rastede,Rastede (Gemeindebücherei Rastede),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,2445468","8,2005361",undef,undef,undef
783,Niedersachsen,Rhauderfehn,Rhauderfehn (Gemeindebüchereien Rhauderfehn),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,135823","7,5746445",undef,undef,undef
784,Niedersachsen,Rotenburg,Rotenburg (Stadtbibliothek Rotenburg),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,108548","9,405686","Am Kirchhof 10, 27356 Rotenburg (Wümme) ",04261 914515 ,stadtbibliothek-row.de 
785,Niedersachsen,Salzhausen,Salzhausen (Samtgemeindebücherei Salzhausen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,2261137","10,1690581",undef,undef,undef
786,Niedersachsen,Sande,Sande (Gemeindebibliothek Sande),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,5014243","8,015672",undef,undef,undef
787,Niedersachsen,Sarstedt,Sarstedt (Stadtbücherei Sarstedt),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,2369775","9,8546497",undef,undef,undef
788,Niedersachsen,Schneverdingen,Schneverdingen (Stadtbücherei Schneverdingen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,1162319","9,7923436",undef,undef,undef
789,Niedersachsen,Schortens,Schortens (Stadtbücherei Schortens),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,5381133","7,9442591",undef,undef,undef
790,Niedersachsen,Schüttorf,Schüttorf (Samtgemeindebücherei Schüttorf),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,3225661","7,2254549",undef,undef,undef
791,Niedersachsen,Seevetal,Seevetal (Gemeindebücherei Seevetal),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,3807019","10,0300811",undef,undef,undef
792,Niedersachsen,Soltau,Soltau (Bibliothek Waldmühle),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,9846914","9,842125",undef,undef,undef
793,Niedersachsen,Sottrum,Sottrum (Samtgemeindebücherei Sottrum),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,1123973","9,2317413",undef,undef,undef
794,Niedersachsen,Stadthagen,Stadthagen (Stadtbücherei Stadthagen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,3252099","9,1998226",undef,undef,undef
795,Niedersachsen,Steinkirchen,Steinkirchen (Gemeindebücherei Steinkirchen Grünendeich),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,572089","9,606218","Huttfleth 18, 21720 Steinkirchen ",04142 4641 ,buecherei-steinkirchen.de 
796,Niedersachsen,Stuhr,Stuhr (Bibliothek Stuhr),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,0289775","8,7361402",undef,undef,undef
797,Niedersachsen,Sulingen,Sulingen (Stadtbücherei Sulingen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,683341","8,8109259",undef,undef,undef
798,Niedersachsen,Syke,Syke (Stadtbibliothek Syke),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,912679","8,8181348",undef,undef,undef
799,Niedersachsen,Tarmstedt,Tarmstedt (Bücherei Tarmstedt),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,2240617","9,0774127",undef,undef,undef
800,Niedersachsen,Twistringen,Twistringen (Stadtbücherei Twistringen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,796958","8,6392413",undef,undef,undef
801,Niedersachsen,Uelzen,Uelzen (Bücherei für Stadt und Kreis Uelzen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,9658199","10,5580304",undef,undef,undef
802,Niedersachsen,Uplengen-Remels,Uplengen-Remels (Gemeindebücherei Remels),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,3039689","7,7485095",undef,undef,undef
803,Niedersachsen,Varel,Varel (Stadtbibliothek Varel),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,3961959","8,1368242",undef,undef,undef
804,Niedersachsen,Verden,Verden (Stadtbibliothek Verden),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,9347982","9,2329647",undef,undef,undef
805,Niedersachsen,Walsrode,Walsrode (Stadtbücherei Walsrode),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,861732","9,5930916",undef,undef,undef
806,Niedersachsen,Wedemark,Wedemark (Gemeindebibliothek Wedemark-Bissendorf),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,5457809","9,7336445",undef,undef,undef
807,Niedersachsen,Weener,Weener (Stadtbücherei Weener),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,1638205","7,346154",undef,undef,undef
808,Niedersachsen,Westerstede,Westerstede (Stadtbücherei Westerstede),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,2550728","7,926366",undef,undef,undef
809,Niedersachsen,Westoverledingen,Westoverledingen (Gemeindebücherei Westoverledingen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,1539867","7,4420075",undef,undef,undef
810,Niedersachsen,Weyhe,Weyhe (Gemeindebibliothek Weyhe),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,9830237","8,8505317",undef,undef,undef
811,Niedersachsen,Wiesmoor,Wiesmoor (Stadtbibliothek Wiesmoor),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,4161775","7,7337448",undef,undef,undef
812,Niedersachsen,Wildeshausen,Wildeshausen (Öffentliche Bücherei Wildeshausen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,891579","8,4258585",undef,undef,undef
813,Niedersachsen,Wilhelmshaven,Wilhelmshaven (Stadtbibliothek Wilhelmshaven),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,5323403","8,1068722",undef,undef,undef
814,Niedersachsen,Winsen (Aller),Winsen / Aller (Gemeindebücherei Winsen - Aller),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,683228","9,9120249",undef,undef,undef
815,Niedersachsen,Winsen (Luhe),Winsen / Luhe (Stadtbücherei Winsen),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,3574436","10,2127204",undef,undef,undef
816,Niedersachsen,Wolfenbüttel,Wolfenbüttel (Stadtbücherei und Bücherbus Wolfenbüttel),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,1640413","10,5408484",undef,undef,undef
817,Niedersachsen,Wunstorf,Wunstorf (Stadtbibliothek Wunstorf),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"52,4207534","9,4432827",undef,undef,undef
818,Niedersachsen,Zeven,Zeven (Bibliothek Zeven),"http://www1.onleihe.de/nbib24/frontend/welcome,51-0-0-100-0-0-1-0-0-0-0.html",nbib24,,2793,2779,1426,12830,7531,,,,27359,17999,15.10.2019,"53,2939692","9,2759477",undef,undef,undef
819,Nordrhein-Westfalen,Aachen,Aachen (Stadtbibliothek Aachen),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
820,Nordrhein-Westfalen,Alsdorf,Alsdorf (Stadtbücherei Alsdorf),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,8715885","6,1648392",undef,undef,undef
821,Nordrhein-Westfalen,Baesweiler,Baesweiler (Stadtbücherei Baesweiler),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,9063365","6,1825328",undef,undef,undef
